DATETIME,ERRORLEVEL,TAG,VALUE,LINE,FILE
"2015-10-06 13:48:16",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:48:16",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:00:28",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:00:28",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:00:28",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:00:31",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:00:31",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:00:31",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:00:48",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:00:48",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:00:48",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:01:23",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:01:23",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:01:23",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:01:57",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:01:57",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:01:57",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:15:39",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:15:39",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:15:39",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:27:29",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:27:29",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:27:29",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:28:07",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:28:07",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:28:07",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:29:10",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:29:10",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:29:10",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:29:31",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:29:31",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:29:31",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:29:42",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:29:42",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:29:42",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:32:18",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:32:18",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:32:18",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:33:04",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:33:04",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:33:04",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:33:28",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:33:28",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:33:28",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:34:46",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:34:46",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:34:46",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:35:47",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:35:47",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:35:47",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:36:08",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:36:08",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:36:08",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:36:41",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:36:41",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:36:41",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:45:53",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:45:53",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:45:53",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:52:22",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:52:22",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:52:22",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:52:36",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:52:36",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:52:36",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:52:58",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:52:58",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:52:58",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:53:10",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:53:10",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:53:10",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:54:35",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:54:35",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:54:35",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:54:48",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:54:48",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:54:48",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:55:24",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:55:24",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:55:24",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:55:43",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:55:43",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 14:55:43",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 15:32:26",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 15:32:26",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 15:32:26",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 19:08:48",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 19:08:48",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 19:08:48",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 22:27:25",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 22:27:25",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 22:27:25",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 22:30:44",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 22:30:44",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 22:30:44",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 22:54:40",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 22:54:40",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 22:54:40",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 22:56:37",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 22:56:37",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 22:56:37",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 22:56:45",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 22:56:45",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 22:56:45",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 23:05:56",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 23:05:56",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 23:05:56",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 23:25:21",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 23:25:21",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 23:25:21",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 13:04:28",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 13:04:28",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 13:04:28",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 13:56:57",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 13:56:57",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 13:56:57",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 14:11:47",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 14:11:47",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 14:11:47",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 14:16:29",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 14:16:29",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 14:16:29",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 14:16:48",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 14:16:48",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 14:16:48",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 14:19:25",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 14:19:25",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 14:19:25",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 14:20:38",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 14:20:38",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 14:20:38",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 15:23:16",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 15:23:16",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 15:23:16",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 16:13:05",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 16:13:05",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 16:13:05",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 18:22:39",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 18:22:39",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 18:22:39",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 19:09:23",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 19:09:23",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 19:09:23",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 19:12:24",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 19:12:24",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 19:12:24",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 19:15:45",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 19:15:45",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 19:15:45",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 19:35:50",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 19:35:50",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 19:35:50",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 19:48:47",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 19:48:47",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 19:48:47",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 20:12:44",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 20:12:44",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 20:12:44",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 20:59:40",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 20:59:40",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 20:59:40",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 21:05:08",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 21:05:08",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 21:05:08",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 22:46:49",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 22:46:49",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 22:46:49",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 22:56:55",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 22:56:55",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-07 22:56:55",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 12:58:38",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 12:58:38",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 12:58:38",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:27:24",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:27:24",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:27:24",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:27:29",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:27:29",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:27:29",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:27:48",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:27:48",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:27:48",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:33:04",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:33:04",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:33:04",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:43:48",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:43:48",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:43:48",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:45:40",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:45:40",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:45:40",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:46:43",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:46:43",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:46:43",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:50:16",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:50:16",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:50:16",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:51:19",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:51:19",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:51:19",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:54:17",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:54:17",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:54:17",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:54:19",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:54:19",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:54:19",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:54:27",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:54:27",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:54:27",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:56:23",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:56:23",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 13:56:23",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 14:00:37",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 14:00:37",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 14:00:37",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 14:01:09",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 14:01:09",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 14:01:09",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 14:05:23",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 14:05:23",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 14:05:23",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 14:20:02",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 14:20:02",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 14:20:02",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 14:22:50",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 14:22:50",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 14:22:50",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 15:16:00",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 15:16:00",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 15:16:00",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 15:32:19",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 15:32:19",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 15:32:19",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 16:20:54",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 16:20:54",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 16:20:54",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 17:06:25",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 17:06:25",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 17:06:25",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 17:08:12",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 17:08:12",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 17:08:12",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 17:08:55",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 17:08:55",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 17:08:55",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 17:20:08",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 17:20:08",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 17:20:08",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 18:10:23",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 18:10:23",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 18:10:23",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 18:10:58",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 18:10:58",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 18:10:58",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 18:15:40",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 18:15:40",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 18:15:40",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-08 18:16:00",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
